seed,replicate,model_name,model_label,condition,drift_strength,auc,brier,event_rate,n_obs
90016,16,logistic,Logistic Regression,episode_norm,1.0,0.5778461357024924,0.2459437646911329,0.4952978056426332,638
90017,17,logistic,Logistic Regression,leak_free,1.0,0.5433309169989127,0.2589699379559393,0.46546546546546547,666
90017,17,logistic,Logistic Regression,global_norm,1.0,0.5430681406306632,0.25901905405565934,0.46546546546546547,666
90017,17,logistic,Logistic Regression,episode_norm,1.0,0.6423341790503806,0.23688537528396658,0.46546546546546547,666
90018,18,logistic,Logistic Regression,leak_free,1.0,0.641486453331464,0.23218996439843664,0.4020319303338171,689
90018,18,logistic,Logistic Regression,global_norm,1.0,0.6415653149206126,0.23218086830910004,0.4020319303338171,689
90018,18,logistic,Logistic Regression,episode_norm,1.0,0.6814254670358557,0.2170104201915144,0.4020319303338171,689
90019,19,logistic,Logistic Regression,leak_free,1.0,0.674540385774563,0.22097898015712344,0.44366197183098594,568
90019,19,logistic,Logistic Regression,global_norm,1.0,0.6744650391802289,0.22095157783691644,0.44366197183098594,568
90019,19,logistic,Logistic Regression,episode_norm,1.0,0.5727094635322483,0.24428414258159967,0.44366197183098594,568
90020,20,logistic,Logistic Regression,leak_free,1.0,0.45803093341293677,0.2865479492382365,0.5323275862068966,464
90020,20,logistic,Logistic Regression,global_norm,1.0,0.45730330789753537,0.2864122575554564,0.5323275862068966,464
90020,20,logistic,Logistic Regression,episode_norm,1.0,0.6671393123006026,0.2320131672343508,0.5323275862068966,464
90021,21,logistic,Logistic Regression,leak_free,1.0,0.49545316343735313,0.30827262219655416,0.5306122448979592,539
90021,21,logistic,Logistic Regression,global_norm,1.0,0.4954255230935073,0.30779366318583384,0.5306122448979592,539
90021,21,logistic,Logistic Regression,episode_norm,1.0,0.6818181818181819,0.22770955175303373,0.5306122448979592,539
90022,22,logistic,Logistic Regression,leak_free,1.0,0.6023529411764706,0.24923198952471803,0.4766355140186916,535
90022,22,logistic,Logistic Regression,global_norm,1.0,0.602436974789916,0.24928035266060777,0.4766355140186916,535
90022,22,logistic,Logistic Regression,episode_norm,1.0,0.6607563025210084,0.23051332880753583,0.4766355140186916,535
90023,23,logistic,Logistic Regression,leak_free,1.0,0.34897036181678215,0.25557377248643465,0.3072,625
90023,23,logistic,Logistic Regression,global_norm,1.0,0.34907861816782143,0.25538825201654364,0.3072,625
90023,23,logistic,Logistic Regression,episode_norm,1.0,0.6681581986143187,0.1990688134924268,0.3072,625
90024,24,logistic,Logistic Regression,leak_free,1.0,0.36825271643883634,0.30566839173670096,0.47603305785123967,605
90024,24,logistic,Logistic Regression,global_norm,1.0,0.3683512968804767,0.3056548706049544,0.47603305785123967,605
90024,24,logistic,Logistic Regression,episode_norm,1.0,0.6441684192078513,0.2362914758483542,0.47603305785123967,605
90025,25,logistic,Logistic Regression,leak_free,1.0,0.7682060625264047,0.19709857826108723,0.47731397459165154,551
90025,25,logistic,Logistic Regression,global_norm,1.0,0.7679684199408534,0.19709273737391145,0.47731397459165154,551
90025,25,logistic,Logistic Regression,episode_norm,1.0,0.6854800380228138,0.22367604196569943,0.47731397459165154,551
90026,26,logistic,Logistic Regression,leak_free,1.0,0.6472810386971842,0.23691028976694906,0.5308441558441559,616
90026,26,logistic,Logistic Regression,global_norm,1.0,0.647228130323905,0.2369014763051495,0.5308441558441559,616
90026,26,logistic,Logistic Regression,episode_norm,1.0,0.6708252648064084,0.22731846415843796,0.5308441558441559,616
90027,27,logistic,Logistic Regression,leak_free,1.0,0.6425890297268748,0.23223477453461808,0.42857142857142855,658
90027,27,logistic,Logistic Regression,global_norm,1.0,0.6426173230722801,0.23221090500162112,0.42857142857142855,658
90027,27,logistic,Logistic Regression,episode_norm,1.0,0.6753810170514563,0.22436266087923304,0.42857142857142855,658
90028,28,logistic,Logistic Regression,leak_free,1.0,0.7113125177017511,0.2254494699400119,0.5046875,640
90028,28,logistic,Logistic Regression,global_norm,1.0,0.711546913302927,0.22524457094827835,0.5046875,640
90028,28,logistic,Logistic Regression,episode_norm,1.0,0.6903341113965094,0.22760234816026995,0.5046875,640
90029,29,logistic,Logistic Regression,leak_free,1.0,0.6579229797979798,0.23535958137693605,0.4340836012861736,622
90029,29,logistic,Logistic Regression,global_norm,1.0,0.6577861952861952,0.2352706933143662,0.4340836012861736,622
90029,29,logistic,Logistic Regression,episode_norm,1.0,0.655061026936027,0.2303207394659575,0.4340836012861736,622
91000,0,random_forest,Random Forest,leak_free,1.0,0.5740955188265431,0.269114287080657,0.6452905811623246,499
91000,0,random_forest,Random Forest,global_norm,1.0,0.5740867459732604,0.269114287080657,0.6452905811623246,499
91000,0,random_forest,Random Forest,episode_norm,1.0,0.6238025055268976,0.23071530155899478,0.6452905811623246,499
91001,1,random_forest,Random Forest,leak_free,1.0,0.6032744506678156,0.2910666839057788,0.565843621399177,486
91001,1,random_forest,Random Forest,global_norm,1.0,0.6032744506678156,0.2910666839057788,0.565843621399177,486
91001,1,random_forest,Random Forest,episode_norm,1.0,0.6408186126669538,0.2395307750442139,0.565843621399177,486
91002,2,random_forest,Random Forest,leak_free,1.0,0.602048622917375,0.29197369149950536,0.4075342465753425,584
91002,2,random_forest,Random Forest,global_norm,1.0,0.602060766503133,0.29197369149950536,0.4075342465753425,584
91002,2,random_forest,Random Forest,episode_norm,1.0,0.6140404138534027,0.23769450403447107,0.4075342465753425,584
91003,3,random_forest,Random Forest,leak_free,1.0,0.42712947582133626,0.3208967899137057,0.48896434634974534,589
91003,3,random_forest,Random Forest,global_norm,1.0,0.4271237080103359,0.3208967899137057,0.48896434634974534,589
91003,3,random_forest,Random Forest,episode_norm,1.0,0.5451504245108896,0.2714879169811611,0.48896434634974534,589
91004,4,random_forest,Random Forest,leak_free,1.0,0.5777491922938853,0.2688222313597597,0.528957528957529,518
91004,4,random_forest,Random Forest,global_norm,1.0,0.5777491922938853,0.2688222313597597,0.528957528957529,518
91004,4,random_forest,Random Forest,episode_norm,1.0,0.5819298193131507,0.2603582075785858,0.528957528957529,518
91005,5,random_forest,Random Forest,leak_free,1.0,0.5845154990909295,0.29744785671743956,0.5008375209380235,597
91005,5,random_forest,Random Forest,global_norm,1.0,0.5845267221835649,0.29744785671743956,0.5008375209380235,597
91005,5,random_forest,Random Forest,episode_norm,1.0,0.7035139503041459,0.22075757662706616,0.5008375209380235,597
91006,6,random_forest,Random Forest,leak_free,1.0,0.6433726262566876,0.2493290098948847,0.5561904761904762,525
91006,6,random_forest,Random Forest,global_norm,1.0,0.6433726262566877,0.24932900989488477,0.5561904761904762,525
91006,6,random_forest,Random Forest,episode_norm,1.0,0.6219574930918925,0.24446282960831858,0.5561904761904762,525
91007,7,random_forest,Random Forest,leak_free,1.0,0.528500606833563,0.30947212778479566,0.4481658692185008,627
91007,7,random_forest,Random Forest,global_norm,1.0,0.5285057494908769,0.3094721277847957,0.4481658692185008,627
91007,7,random_forest,Random Forest,episode_norm,1.0,0.6364552691666838,0.24154303761597307,0.4481658692185008,627
91008,8,random_forest,Random Forest,leak_free,1.0,0.4960249476966802,0.30385352548137384,0.46078431372549017,714
91008,8,random_forest,Random Forest,global_norm,1.0,0.49602100027631946,0.30385352548137384,0.46078431372549017,714
91008,8,random_forest,Random Forest,episode_norm,1.0,0.6138001815813366,0.24734326581287275,0.46078431372549017,714
91009,9,random_forest,Random Forest,leak_free,1.0,0.6468348854769695,0.2504458818619514,0.45849802371541504,506
91009,9,random_forest,Random Forest,global_norm,1.0,0.6468348854769695,0.2504458818619514,0.45849802371541504,506
91009,9,random_forest,Random Forest,episode_norm,1.0,0.6210829348099672,0.245666180013333,0.45849802371541504,506
91010,10,random_forest,Random Forest,leak_free,1.0,0.49531665219564813,0.32009936224717284,0.4557522123893805,678
91010,10,random_forest,Random Forest,global_norm,1.0,0.49532542250988854,0.3200993622471728,0.4557522123893805,678
91010,10,random_forest,Random Forest,episode_norm,1.0,0.5594890414923566,0.2594526792788566,0.4557522123893805,678
91011,11,random_forest,Random Forest,leak_free,1.0,0.5864465212377475,0.3093887882651725,0.4129692832764505,586
91011,11,random_forest,Random Forest,global_norm,1.0,0.5864465212377474,0.3093887882651725,0.4129692832764505,586
91011,11,random_forest,Random Forest,episode_norm,1.0,0.6608747357293869,0.22996682233116436,0.4129692832764505,586
91012,12,random_forest,Random Forest,leak_free,1.0,0.5361162361623616,0.30468116463117606,0.49183303085299457,551
91012,12,random_forest,Random Forest,global_norm,1.0,0.5361228255139695,0.30468116463117606,0.49183303085299457,551
91012,12,random_forest,Random Forest,episode_norm,1.0,0.6089746968898261,0.2501622723267586,0.49183303085299457,551
91013,13,random_forest,Random Forest,leak_free,1.0,0.5483979621910656,0.30091695564143267,0.4396135265700483,621
91013,13,random_forest,Random Forest,global_norm,1.0,0.5483979621910656,0.30091695564143267,0.4396135265700483,621
91013,13,random_forest,Random Forest,episode_norm,1.0,0.674708433329123,0.22996846686709488,0.4396135265700483,621
91014,14,random_forest,Random Forest,leak_free,1.0,0.6056526715571511,0.25582343234288324,0.6339066339066339,407
91014,14,random_forest,Random Forest,global_norm,1.0,0.6056526715571511,0.25582343234288324,0.6339066339066339,407
91014,14,random_forest,Random Forest,episode_norm,1.0,0.6471827688465741,0.21897453937930705,0.6339066339066339,407
91015,15,random_forest,Random Forest,leak_free,1.0,0.7686834238558375,0.22820613655058886,0.4887640449438202,534
91015,15,random_forest,Random Forest,global_norm,1.0,0.7686764066074411,0.22820613655058886,0.4887640449438202,534
91015,15,random_forest,Random Forest,episode_norm,1.0,0.6646456991284576,0.2346950550871991,0.4887640449438202,534
91016,16,random_forest,Random Forest,leak_free,1.0,0.6382265675269894,0.2346574253987766,0.5904365904365905,481
91016,16,random_forest,Random Forest,global_norm,1.0,0.6382265675269894,0.2346574253987766,0.5904365904365905,481
91016,16,random_forest,Random Forest,episode_norm,1.0,0.6046507471223279,0.24124288857233162,0.5904365904365905,481
91017,17,random_forest,Random Forest,leak_free,1.0,0.5652837977296181,0.2791555766745227,0.5277777777777778,540
91017,17,random_forest,Random Forest,global_norm,1.0,0.5652837977296181,0.2791555766745227,0.5277777777777778,540
91017,17,random_forest,Random Forest,episode_norm,1.0,0.632390780873753,0.23940099227729672,0.5277777777777778,540
91018,18,random_forest,Random Forest,leak_free,1.0,0.5887132980156236,0.2719696355123775,0.5009671179883946,517
91018,18,random_forest,Random Forest,global_norm,1.0,0.5887132980156236,0.2719696355123775,0.5009671179883946,517
91018,18,random_forest,Random Forest,episode_norm,1.0,0.6304660141869444,0.24190075424482468,0.5009671179883946,517
91019,19,random_forest,Random Forest,leak_free,1.0,0.5728247685924034,0.3051360692543254,0.42579505300353354,566
91019,19,random_forest,Random Forest,global_norm,1.0,0.5728247685924035,0.3051360692543254,0.42579505300353354,566
91019,19,random_forest,Random Forest,episode_norm,1.0,0.612339610596872,0.24766334541840135,0.42579505300353354,566
91020,20,random_forest,Random Forest,leak_free,1.0,0.3988615664845173,0.38817466301006776,0.5252918287937743,514
91020,20,random_forest,Random Forest,global_norm,1.0,0.39885397692774743,0.38817466301006776,0.5252918287937743,514
91020,20,random_forest,Random Forest,episode_norm,1.0,0.6377125075895567,0.243585000899071,0.5252918287937743,514
91021,21,random_forest,Random Forest,leak_free,1.0,0.6969568567026194,0.24073484784316562,0.5107794361525705,603
91021,21,random_forest,Random Forest,global_norm,1.0,0.696962359674224,0.24073484784316562,0.5107794361525705,603
91021,21,random_forest,Random Forest,episode_norm,1.0,0.6269700638344706,0.24891757607250095,0.5107794361525705,603
91022,22,random_forest,Random Forest,leak_free,1.0,0.3528795180722891,0.3410867125462268,0.570446735395189,582
91022,22,random_forest,Random Forest,global_norm,1.0,0.35287349397590356,0.34108671254622674,0.570446735395189,582
91022,22,random_forest,Random Forest,episode_norm,1.0,0.6138915662650601,0.2458106205132098,0.570446735395189,582
91023,23,random_forest,Random Forest,leak_free,1.0,0.40858502187672574,0.33691259009562935,0.600451467268623,443
91023,23,random_forest,Random Forest,global_norm,1.0,0.40857440210696233,0.33691259009562935,0.600451467268623,443
91023,23,random_forest,Random Forest,episode_norm,1.0,0.6670171190688585,0.2288967915279455,0.600451467268623,443
91024,24,random_forest,Random Forest,leak_free,1.0,0.6035646772886849,0.2604763893673593,0.56,575
91024,24,random_forest,Random Forest,global_norm,1.0,0.6035646772886849,0.2604763893673593,0.56,575
91024,24,random_forest,Random Forest,episode_norm,1.0,0.628961775464611,0.2431941119186604,0.56,575
91025,25,random_forest,Random Forest,leak_free,1.0,0.5499324640470368,0.30284494176803184,0.31267217630853994,726
91025,25,random_forest,Random Forest,global_norm,1.0,0.5499324640470368,0.30284494176803184,0.31267217630853994,726
91025,25,random_forest,Random Forest,episode_norm,1.0,0.6245795555869448,0.21279361493815827,0.31267217630853994,726
91026,26,random_forest,Random Forest,leak_free,1.0,0.5495103807263517,0.291939241701904,0.41368584758942456,643
91026,26,random_forest,Random Forest,global_norm,1.0,0.5495053947867015,0.291939241701904,0.41368584758942456,643
91026,26,random_forest,Random Forest,episode_norm,1.0,0.6208192896033187,0.2443351673276903,0.41368584758942456,643
91027,27,random_forest,Random Forest,leak_free,1.0,0.5156490950409869,0.30532162884432096,0.5294117647058824,629
91027,27,random_forest,Random Forest,global_norm,1.0,0.5156389497605713,0.3053216288443209,0.5294117647058824,629
91027,27,random_forest,Random Forest,episode_norm,1.0,0.6332836214592972,0.2441274165946659,0.5294117647058824,629
91028,28,random_forest,Random Forest,leak_free,1.0,0.7425383212911068,0.21053247013004855,0.5154004106776181,487
91028,28,random_forest,Random Forest,global_norm,1.0,0.7425383212911068,0.21053247013004853,0.5154004106776181,487
91028,28,random_forest,Random Forest,episode_norm,1.0,0.6470896076710109,0.2385927782905104,0.5154004106776181,487
91029,29,random_forest,Random Forest,leak_free,1.0,0.4598791593314643,0.2684478344059891,0.6804347826086956,460
91029,29,random_forest,Random Forest,global_norm,1.0,0.4598791593314643,0.2684478344059891,0.6804347826086956,460
91029,29,random_forest,Random Forest,episode_norm,1.0,0.5532916041816087,0.22784843871755425,0.6804347826086956,460
92000,0,boosted_trees,Boosted Trees,leak_free,1.0,0.6705464360471523,0.27375564825188087,0.48092868988391374,603
92000,0,boosted_trees,Boosted Trees,global_norm,1.0,0.6705464360471523,0.27375564825188087,0.48092868988391374,603
92000,0,boosted_trees,Boosted Trees,episode_norm,1.0,0.6222870992618706,0.26095476894775255,0.48092868988391374,603
92001,1,boosted_trees,Boosted Trees,leak_free,1.0,0.6552674561045324,0.28436818355074295,0.5310924369747899,595
92001,1,boosted_trees,Boosted Trees,global_norm,1.0,0.6552674561045324,0.28436818355074295,0.5310924369747899,595
92001,1,boosted_trees,Boosted Trees,episode_norm,1.0,0.6064436731545755,0.26731737434848424,0.5310924369747899,595
92002,2,boosted_trees,Boosted Trees,leak_free,1.0,0.6286574240547631,0.3296412042788405,0.44021739130434784,552
92002,2,boosted_trees,Boosted Trees,global_norm,1.0,0.6286574240547631,0.3296412042788405,0.44021739130434784,552
92002,2,boosted_trees,Boosted Trees,episode_norm,1.0,0.6075419180417383,0.27779001068169745,0.44021739130434784,552
92003,3,boosted_trees,Boosted Trees,leak_free,1.0,0.4425055986894274,0.4010941848022264,0.4573529411764706,680
92003,3,boosted_trees,Boosted Trees,global_norm,1.0,0.4425055986894274,0.4010941848022264,0.4573529411764706,680
92003,3,boosted_trees,Boosted Trees,episode_norm,1.0,0.6359152659050706,0.2532966711371596,0.4573529411764706,680
92004,4,boosted_trees,Boosted Trees,leak_free,1.0,0.44804927285461216,0.37304441330989857,0.5166666666666667,540
92004,4,boosted_trees,Boosted Trees,global_norm,1.0,0.44804927285461216,0.37304441330989857,0.5166666666666667,540
92004,4,boosted_trees,Boosted Trees,episode_norm,1.0,0.5912330573064722,0.2672623559963693,0.5166666666666667,540
92005,5,boosted_trees,Boosted Trees,leak_free,1.0,0.7441148325358852,0.21365564659026298,0.5268199233716475,522
92005,5,boosted_trees,Boosted Trees,global_norm,1.0,0.7441148325358852,0.21365564659026298,0.5268199233716475,522
92005,5,boosted_trees,Boosted Trees,episode_norm,1.0,0.6264482885535517,0.2634906131783435,0.5268199233716475,522
92006,6,boosted_trees,Boosted Trees,leak_free,1.0,0.6938186813186812,0.26003831358698726,0.44673539518900346,582
92006,6,boosted_trees,Boosted Trees,global_norm,1.0,0.6938186813186812,0.26003831358698726,0.44673539518900346,582
92006,6,boosted_trees,Boosted Trees,episode_norm,1.0,0.5440993788819876,0.2784897831709997,0.44673539518900346,582
92007,7,boosted_trees,Boosted Trees,leak_free,1.0,0.3864630467571645,0.408514667340633,0.582441113490364,467
92007,7,boosted_trees,Boosted Trees,global_norm,1.0,0.3864630467571645,0.408514667340633,0.582441113490364,467
92007,7,boosted_trees,Boosted Trees,episode_norm,1.0,0.5767062594268476,0.26729138066141417,0.582441113490364,467
92008,8,boosted_trees,Boosted Trees,leak_free,1.0,0.4761417289934401,0.372723123403425,0.5093283582089553,536
92008,8,boosted_trees,Boosted Trees,global_norm,1.0,0.4761417289934401,0.372723123403425,0.5093283582089553,536
92008,8,boosted_trees,Boosted Trees,episode_norm,1.0,0.557291884288082,0.2817056761823151,0.5093283582089553,536
92009,9,boosted_trees,Boosted Trees,leak_free,1.0,0.49716751269035536,0.347122748386877,0.5592841163310962,447
92009,9,boosted_trees,Boosted Trees,global_norm,1.0,0.49716751269035536,0.347122748386877,0.5592841163310962,447
92009,9,boosted_trees,Boosted Trees,episode_norm,1.0,0.611756345177665,0.26329278624350966,0.5592841163310962,447
92010,10,boosted_trees,Boosted Trees,leak_free,1.0,0.6127029936553746,0.31659904016862955,0.3793103448275862,609
92010,10,boosted_trees,Boosted Trees,global_norm,1.0,0.6127029936553746,0.31659904016862955,0.3793103448275862,609
92010,10,boosted_trees,Boosted Trees,episode_norm,1.0,0.4656542751780847,0.294001703492357,0.3793103448275862,609
92011,11,boosted_trees,Boosted Trees,leak_free,1.0,0.7127048968405811,0.2622912530418715,0.3595679012345679,648
92011,11,boosted_trees,Boosted Trees,global_norm,1.0,0.7127048968405811,0.2622912530418715,0.3595679012345679,648
92011,11,boosted_trees,Boosted Trees,episode_norm,1.0,0.6267749108020062,0.23938506822011205,0.3595679012345679,648
92012,12,boosted_trees,Boosted Trees,leak_free,1.0,0.5166684102242215,0.36329775188664015,0.49478079331941544,479
92012,12,boosted_trees,Boosted Trees,global_norm,1.0,0.5166684102242215,0.36329775188664015,0.49478079331941544,479
92012,12,boosted_trees,Boosted Trees,episode_norm,1.0,0.504951703455731,0.2934957674270073,0.49478079331941544,479
92013,13,boosted_trees,Boosted Trees,leak_free,1.0,0.6128283318317278,0.3255471383472167,0.47877758913412566,589
92013,13,boosted_trees,Boosted Trees,global_norm,1.0,0.6128283318317278,0.3255471383472167,0.47877758913412566,589
92013,13,boosted_trees,Boosted Trees,episode_norm,1.0,0.6731466722110564,0.24406674654758623,0.47877758913412566,589
92014,14,boosted_trees,Boosted Trees,leak_free,1.0,0.46108790106951875,0.4080858505320918,0.5528455284552846,492
92014,14,boosted_trees,Boosted Trees,global_norm,1.0,0.46108790106951875,0.4080858505320918,0.5528455284552846,492
92014,14,boosted_trees,Boosted Trees,episode_norm,1.0,0.5507018716577541,0.28737466848198573,0.5528455284552846,492
92015,15,boosted_trees,Boosted Trees,leak_free,1.0,0.5629319020462932,0.3351021906895089,0.5036630036630036,546
92015,15,boosted_trees,Boosted Trees,global_norm,1.0,0.5629319020462932,0.3351021906895089,0.5036630036630036,546
92015,15,boosted_trees,Boosted Trees,episode_norm,1.0,0.6261120429386111,0.2577167056520278,0.5036630036630036,546
92016,16,boosted_trees,Boosted Trees,leak_free,1.0,0.5676017601760176,0.29000469499171405,0.6273291925465838,483
92016,16,boosted_trees,Boosted Trees,global_norm,1.0,0.5676017601760176,0.29000469499171405,0.6273291925465838,483
92016,16,boosted_trees,Boosted Trees,episode_norm,1.0,0.5838283828382839,0.2557889718860986,0.6273291925465838,483
92017,17,boosted_trees,Boosted Trees,leak_free,1.0,0.4324736473536783,0.3788988306686378,0.4599092284417549,661
92017,17,boosted_trees,Boosted Trees,global_norm,1.0,0.4324736473536783,0.3788988306686378,0.4599092284417549,661
92017,17,boosted_trees,Boosted Trees,episode_norm,1.0,0.6174627745835176,0.2593183944836292,0.4599092284417549,661
92018,18,boosted_trees,Boosted Trees,leak_free,1.0,0.5438072018730288,0.34683572217786046,0.49922239502332816,643
92018,18,boosted_trees,Boosted Trees,global_norm,1.0,0.5438072018730288,0.34683572217786046,0.49922239502332816,643
92018,18,boosted_trees,Boosted Trees,episode_norm,1.0,0.7040304947659681,0.2260361299600786,0.49922239502332816,643
92019,19,boosted_trees,Boosted Trees,leak_free,1.0,0.5468848411558713,0.32152691741124495,0.536283185840708,565
92019,19,boosted_trees,Boosted Trees,global_norm,1.0,0.5468848411558713,0.32152691741124495,0.536283185840708,565
92019,19,boosted_trees,Boosted Trees,episode_norm,1.0,0.6576600408132416,0.24201441318068434,0.536283185840708,565
92020,20,boosted_trees,Boosted Trees,leak_free,1.0,0.6911101440101282,0.2535605353830881,0.6147186147186147,462
92020,20,boosted_trees,Boosted Trees,global_norm,1.0,0.6911101440101282,0.2535605353830881,0.6147186147186147,462
92020,20,boosted_trees,Boosted Trees,episode_norm,1.0,0.5475747744896344,0.2777673518275873,0.6147186147186147,462
92021,21,boosted_trees,Boosted Trees,leak_free,1.0,0.38152931256379535,0.41327364963691526,0.5019230769230769,520
92021,21,boosted_trees,Boosted Trees,global_norm,1.0,0.38152931256379535,0.41327364963691526,0.5019230769230769,520
92021,21,boosted_trees,Boosted Trees,episode_norm,1.0,0.6018802053284813,0.268853991776867,0.5019230769230769,520
92022,22,boosted_trees,Boosted Trees,leak_free,1.0,0.6232769423558897,0.3566707290440912,0.35962145110410093,634
92022,22,boosted_trees,Boosted Trees,global_norm,1.0,0.6232769423558897,0.3566707290440912,0.35962145110410093,634
92022,22,boosted_trees,Boosted Trees,episode_norm,1.0,0.7017651888341543,0.22157128247714988,0.35962145110410093,634
92023,23,boosted_trees,Boosted Trees,leak_free,1.0,0.5896838040576897,0.30066648550119834,0.5146103896103896,616
