seed,replicate,n_episodes,ar_coef,total_features,model_name,model_label,grouped_auc,grouped_brier,random_auc,random_brier,delta_cv,event_rate,n_obs,n_eff,rho_hat,avg_episode_size
8001,1,20,0.0,100,xgboost,Boosted Trees,0.4909219858156028,0.38094070759705606,0.6852551244969559,0.2466404705629716,0.1943331386813531,0.5397260273972603,365,53.92710640788528,0.334399755965665,18.25
8002,2,20,0.0,100,xgboost,Boosted Trees,0.4962019632527996,0.4030455610004268,0.6749009193257468,0.24532560857734184,0.17869895607294722,0.4746987951807229,415,46.48457267748301,0.4014021836408891,20.75
9000,0,20,0.6,5,logistic,Logistic Regression,0.8200289442583183,0.1825079677053518,0.802459969003976,0.16171215554093835,-0.01756897525434231,0.3424908424908425,546,36.693939615031745,0.5277506216956426,27.3
9001,1,20,0.6,5,logistic,Logistic Regression,0.32021273079957474,0.366691248046407,0.45628476751186003,0.2638293760272306,0.1360720367122853,0.48788927335640137,289,44.04300608023654,0.4135143698328894,14.45
9002,2,20,0.6,5,logistic,Logistic Regression,0.683025792572601,0.2350531459707118,0.7079654997463217,0.21897566807972102,0.024939707173720738,0.5907859078590786,369,64.96971378658984,0.2681701676453126,18.45
10000,0,20,0.6,5,random_forest,Random Forest,0.43011516889402257,0.3109263314864916,0.6919691576756465,0.21432415838921645,0.2618539887816239,0.40119760479041916,501,56.686979128610105,0.32590471685696343,25.05
10001,1,20,0.6,5,random_forest,Random Forest,0.3245348030325094,0.3649779289278296,0.7815563798528066,0.18719758732097416,0.45702157682029715,0.3918918918918919,518,43.67334502689433,0.43617596133754566,25.9
10002,2,20,0.6,5,random_forest,Random Forest,0.5793382586636058,0.25937372248423685,0.7373216494978568,0.20943415116430542,0.15798339083425106,0.526595744680851,376,72.67159970625966,0.2344921734721223,18.8
11000,0,20,0.6,5,xgboost,Boosted Trees,0.4471615390021462,0.44556017664056663,0.7352511746358433,0.21776470659357416,0.2880896356336971,0.4656084656084656,378,43.55883085582221,0.42893401477742865,18.9
11001,1,20,0.6,5,xgboost,Boosted Trees,0.4309203637584784,0.3578217962675774,0.846576698472607,0.16127394763409247,0.41565633471412855,0.6739130434782609,276,44.67732589449195,0.404502363395049,13.8
11002,2,20,0.6,5,xgboost,Boosted Trees,0.6373106565268819,0.30111734054295397,0.8025642571201089,0.1923136303792047,0.16525360059322702,0.4311023622047244,508,48.93721527691888,0.3844527819525979,25.4
12000,0,20,0.6,20,logistic,Logistic Regression,0.48821088818000113,0.2877352445889414,0.5420653813982349,0.2617226043955465,0.05385449321823377,0.4726027397260274,438,57.810588681335645,0.3146634784262454,21.9
12001,1,20,0.6,20,logistic,Logistic Regression,0.6957191878883826,0.2286326753819539,0.7093475042770868,0.2213758806565337,0.01362831638870421,0.43147208121827413,394,35.35332805004758,0.5424939453305626,19.7
12002,2,20,0.6,20,logistic,Logistic Regression,0.7237378042322137,0.2213786417394914,0.7535362653906613,0.20198884334552178,0.029798461158447642,0.5155440414507773,386,46.98693879282662,0.39426496739410016,19.3
13000,0,20,0.6,20,random_forest,Random Forest,0.6083861744966081,0.24029722586982905,0.6973064062442851,0.2189773811224621,0.08892023174767694,0.5751445086705202,346,62.618983889631444,0.27763686556015393,17.3
13001,1,20,0.6,20,random_forest,Random Forest,0.4846256226287186,0.2655864786348437,0.7807254698401125,0.18304269791220318,0.2960998472113939,0.3755868544600939,426,31.46317467284461,0.6177161648358719,21.3
13002,2,20,0.6,20,random_forest,Random Forest,0.5145742068233108,0.26549905419143627,0.721621149553442,0.21496901395439505,0.20704694273013124,0.4279918864097363,493,39.686868341328,0.48297018833713545,24.65
14000,0,20,0.6,20,xgboost,Boosted Trees,0.7138406387960755,0.27257804088314047,0.795647663780454,0.20951559039924203,0.08180702498437853,0.5576923076923077,364,45.24730979877733,0.4095742538871262,18.2
14001,1,20,0.6,20,xgboost,Boosted Trees,0.5084711744045262,0.5017750178119293,0.934553915330783,0.09666925994718449,0.42608274092625686,0.3873626373626374,364,24.579749905973465,0.8028452505038374,18.2
14002,2,20,0.6,20,xgboost,Boosted Trees,0.539909218863503,0.2634971788738035,0.7031792795681685,0.2021622732962026,0.16327006070466554,0.7521367521367521,234,74.70216847554764,0.19929338210438674,11.7
15000,0,20,0.6,100,logistic,Logistic Regression,0.42737393268518303,0.4095070255958098,0.523113353161253,0.3451103340707746,0.09573942047606993,0.47954545454545455,440,41.851435524793324,0.453018043788928,22.0
15001,1,20,0.6,100,logistic,Logistic Regression,0.6508121720345272,0.3112141605054138,0.6742092007377488,0.3055588009991716,0.02339702870322158,0.42735042735042733,351,38.35999467494534,0.4924566575912878,17.55
15002,2,20,0.6,100,logistic,Logistic Regression,0.5692892218481532,0.35229740748354005,0.5957696098488588,0.33752660055828104,0.026480388000705624,0.45714285714285713,420,47.93947468641751,0.3880523595088505,21.0
16000,0,20,0.6,100,random_forest,Random Forest,0.4247238180564085,0.2547610403589041,0.5975036916999872,0.23159016525389423,0.17277987364357866,0.39112050739957716,473,39.96700344731345,0.47835596729538465,23.65
16001,1,20,0.6,100,random_forest,Random Forest,0.6637019481957119,0.2359397632515227,0.6480092830377372,0.23034602750014854,-0.01569266515797474,0.4186046511627907,473,66.22999978046654,0.271160206350176,23.65
16002,2,20,0.6,100,random_forest,Random Forest,0.6173717021623077,0.224863166625499,0.7489439598306271,0.20365591571547448,0.13157225766831937,0.37104072398190047,442,32.906022273916996,0.5892033991589377,22.1
17000,0,20,0.6,100,xgboost,Boosted Trees,0.41242562315994985,0.38448253845601577,0.6822890757317918,0.24910811558296223,0.2698634525718419,0.5751633986928104,306,35.47360382212111,0.533295965572344,15.3
17001,1,20,0.6,100,xgboost,Boosted Trees,0.4643707002259634,0.42207079882809184,0.7005336772127818,0.24811364840172997,0.23616297698681843,0.48626373626373626,364,43.31322886011066,0.43045924324072177,18.2
17002,2,20,0.6,100,xgboost,Boosted Trees,0.5906773073682402,0.41608676824131496,0.727863568827282,0.2322305490719975,0.13718626145904178,0.43137254901960786,408,34.8812517655998,0.5513828831592948,20.4
18000,0,20,0.9,5,logistic,Logistic Regression,0.6623362237513181,0.25442771462402136,0.7641547289559343,0.19881729527795441,0.10181850520461622,0.45897435897435895,390,40.513266198025065,0.46629602036450113,19.5
18001,1,20,0.9,5,logistic,Logistic Regression,0.7491415283324199,0.23742071297549158,0.7209746049582039,0.20329221054586322,-0.028166923374216002,0.6257861635220126,318,53.71402383134739,0.3302175590589596,15.9
18002,2,20,0.9,5,logistic,Logistic Regression,0.5485859705685703,0.2423231877162154,0.6611395162550076,0.22032149069938015,0.11255354568643727,0.6375,320,52.667641929653925,0.3383891237905446,16.0
19000,0,20,0.9,5,random_forest,Random Forest,0.3988053244604723,0.35473748448014936,0.7889433313474233,0.1869325704135185,0.39013800688695105,0.4813953488372093,430,40.526091514962516,0.4688023575172083,21.5
19001,1,20,0.9,5,random_forest,Random Forest,0.4993466466865284,0.3281631031703596,0.9285325604779086,0.1151866125981069,0.42918591379138016,0.4924924924924925,333,30.001124506658627,0.6453408273566397,16.65
